Graffiti | 1G (Desert Amber)
Sticker | Xyp9x (Gold) | Atlanta 2017
Sticker | Xyp9x (Gold) | Cluj-Napoca 2015
Sticker | Xyp9x (Gold) | Cologne 2015
Sticker | Xyp9x (Gold) | Cologne 2016
Sticker | Xyp9x (Gold) | MLG Columbus 2016
Sticker | yam (Gold) | Cologne 2015
Sticker | Zero (Gold) | Atlanta 2017
Sticker | Zeus (Gold) | Atlanta 2017
Sticker | Zeus (Gold) | Cluj-Napoca 2015
Sticker | Zeus (Gold) | Cologne 2015
Sticker | Zeus (Gold) | Cologne 2016
Sticker | Zeus (Gold) | MLG Columbus 2016
Sticker | znajder (Gold) | Atlanta 2017
Atlanta 2017 Team Graffiti
Boston 2018 Team Graffiti
Krakow 2017 Team Graffiti
London 2018 Team Graffiti
Stockholm 2021 Team Graffiti
Sealed Graffiti | Astralis | Stockholm 2021
Sealed Graffiti | BIG | Stockholm 2021
Sealed Graffiti | Copenhagen Flames | Stockholm 2021
Sealed Graffiti | ENCE | Stockholm 2021
Sealed Graffiti | Entropiq | Stockholm 2021
Sealed Graffiti | Evil Geniuses | Stockholm 2021
Sealed Graffiti | FaZe Clan | Stockholm 2021
Sealed Graffiti | FURIA | Stockholm 2021
Sealed Graffiti | G2 Esports | Stockholm 2021
Sealed Graffiti | Gambit Gaming | Stockholm 2021
Sealed Graffiti | GODSENT | Stockholm 2021
Sealed Graffiti | Heroic | Stockholm 2021
Sealed Graffiti | MOUZ | Stockholm 2021
Sealed Graffiti | Movistar Riders | Stockholm 2021
Sealed Graffiti | Natus Vincere | Stockholm 2021
Sealed Graffiti | Ninjas in Pyjamas | Stockholm 2021
Sealed Graffiti | paiN Gaming | Stockholm 2021
Sealed Graffiti | PGL | Stockholm 2021
Sealed Graffiti | Renegades | Stockholm 2021
Sealed Graffiti | Sharks Esports | Stockholm 2021
Sealed Graffiti | Team Liquid | Stockholm 2021
Sealed Graffiti | Team Spirit | Stockholm 2021
Sealed Graffiti | Tyloo | Stockholm 2021
Sealed Graffiti | Virtus.Pro | Stockholm 2021
Sealed Graffiti | Vitality | Stockholm 2021
